# %ECSV 1.0
# ---
# datatype:
# - {name: reference file, datatype: string}
# - {name: aligned file, datatype: string}
# - {name: blockXY, datatype: int64}
# - {name: 'ROI #', datatype: int64}
# - {name: label, datatype: string}
# - {name: block_i, datatype: int64}
# - {name: block_j, datatype: int64}
# - {name: shift_z, datatype: float32}
# - {name: shift_x, datatype: float32}
# - {name: shift_y, datatype: float32}
# - {name: quality_xy, datatype: float32}
# - {name: quality_zy, datatype: float32}
# - {name: quality_zx, datatype: float32}
# schema: astropy-2.0
"reference file" "aligned file" blockXY "ROI #" label block_i block_j shift_z shift_x shift_y quality_xy quality_zy quality_zx
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 0 1 0.09 0.04 0.03 0.20198143 0.20351881 0.17253721
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 0 2 0.05 0.04 0.05 0.18474473 0.22438228 0.224744
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 0 3 0.11 0.16 -0.17 0.40993166 0.46243048 0.43746853
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 1 0 0.09 0.0 -0.06 0.48008984 0.46631888 0.44660112
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 1 1 0.1 -0.07 0.01 0.42022857 0.3695793 0.42242876
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 1 2 0.15 0.13 0.05 0.33172846 0.36911473 0.42940554
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 1 3 0.0 0.18 0.16 0.1223563 0.1307386 0.14210176
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 2 0 0.31 -0.08 -0.13 0.35943732 0.38077343 0.43192983
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 2 1 0.01 0.09 -0.24 0.5056207 0.51907575 0.5318645
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 2 2 0.22 0.55 0.09 0.13743623 0.15187779 0.1678373
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 2 3 0.02 0.13 0.14 0.18156673 0.15153871 0.12900461
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 3 0 0.03 0.08 -0.19 0.38993332 0.36180854 0.34009013
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 3 1 0.1 0.23 0.06 0.23198302 0.26467142 0.30570447
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 3 2 0.04 0.07 -0.03 0.49465558 0.43254495 0.43631425
scan_001_RT26_005_ROI_converted_decon_ch00.tif scan_001_RT27_005_ROI_converted_decon_ch00.tif 128 5 RT27 3 3 -0.13 0.05 -0.4 0.92152566 0.8251019 0.8699003
