# %ECSV 1.0
# ---
# datatype:
# - {name: reference file, datatype: string}
# - {name: aligned file, datatype: string}
# - {name: blockXY, datatype: int64}
# - {name: 'ROI #', datatype: int64}
# - {name: label, datatype: string}
# - {name: block_i, datatype: int64}
# - {name: block_j, datatype: int64}
# - {name: shift_z, datatype: float32}
# - {name: shift_x, datatype: float32}
# - {name: shift_y, datatype: float32}
# - {name: quality_xy, datatype: float32}
# - {name: quality_zy, datatype: float32}
# - {name: quality_zx, datatype: float32}
# schema: astropy-2.0
"reference file" "aligned file" blockXY "ROI #" label block_i block_j shift_z shift_x shift_y quality_xy quality_zy quality_zx
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_DAPI_005_ROI_converted_decon_ch01.tif 128 5 DAPI 3 2 -7.93 -61.01 22.38 1.2372963 1.0507922 1.3005232
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_DAPI_005_ROI_converted_decon_ch01.tif 128 5 DAPI 3 3 -7.21 -8.33 -14.6 1.2656358 0.55639863 1.429834
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 0 0 -0.08 0.39 0.11 0.6446319 0.6310745 0.56407136
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 0 1 -0.09 0.09 0.07 0.21174021 0.24311994 0.18035674
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 0 2 -0.07 0.07 0.05 0.18365717 0.25203437 0.2531653
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 0 3 -0.11 -0.04 0.27 0.41434184 0.4656245 0.5230248
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 1 0 -0.13 0.14 0.0 0.47083938 0.6516202 0.51006037
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 1 1 -0.09 0.23 0.11 0.58511966 0.5587422 0.5541937
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 1 2 -0.11 0.02 0.03 0.4006533 0.4838907 0.539089
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 1 3 0.0 -0.06 -0.06 0.14119163 0.13701352 0.16193704
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 2 0 -0.26 0.09 0.15 0.70896715 0.42550278 0.7763403
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 2 1 -0.01 0.04 0.18 0.46020657 0.85204524 0.42076606
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 2 2 -0.19 -0.46 -0.08 0.30611658 0.36311752 0.2633342
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 2 3 -0.03 -0.03 -0.06 0.19154586 0.4310946 0.3887223
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 3 0 -0.03 0.06 0.28 0.52788347 0.48159844 0.3794662
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 3 1 -0.09 -0.07 0.05 0.2571888 0.31347722 0.40779454
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 3 2 0.1 0.8 0.21 1.1034416 0.7383298 0.95475614
scan_001_RT27_005_ROI_converted_decon_ch00.tif scan_001_RT26_005_ROI_converted_decon_ch00.tif 128 5 RT26 3 3 -0.15 0.02 1.13 1.1953061 0.9029037 1.6093222
